NAME	DESCRIPTION	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_experimental	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_control
1110008P14RIK	na	16.61	50.76
PHF24	na	0.18	0.55
CLCA2	na	0.18	0.55
STK4	na	27.63	84.14
MLX	na	12.66	38.51
H2-KE6	na	10.82	32.9
ZFP712	na	1.23	3.74
TSC22D1	na	38.26	116.23
ETV1	na	0.27	0.82
PIWIL4	na	0.28	0.85
DPP6	na	0.85	2.58
PRICKLE4	na	1.14	3.46
UBE2L6	na	7.52	22.81
BCL2A1D	na	7.04	21.35
TMEM151A	na	0.31	0.94
MCC	na	0.36	1.09
ADGRE5	na	16.56	50.1
PTRF	na	8.02	24.26
DONSON	na	2.55	7.71
PRAP1	na	0.48	1.45
ZNRF1	na	22.67	68.43
TWIST1	na	0.58	1.75
CYS1	na	0.61	1.84
RAB3D	na	2.62	7.89
PSMB9	na	36.91	111.14
CD99L2	na	3.98	11.98
NUDT5	na	8.18	24.61
SCARA5	na	1.29	3.88
CLEC2I	na	6.48	19.46
RAB39	na	0.25	0.75
DDIT4L	na	0.58	1.74
ABCA8B	na	0.21	0.63
DSG1B	na	0.11	0.33
PTPRR	na	0.09	0.27
FBXL16	na	0.09	0.27
PPP1R14C	na	0.11	0.33
GCNT4	na	0.15	0.45
DNAIC2	na	0.06	0.18
ANK2	na	0.23	0.69
DGKB	na	0.01	0.03
VIL1	na	0.1	0.3
MCTP2	na	0.87	2.61
ADAMTS19	na	0.04	0.12
CACNA1I	na	0.04	0.12
SPRY4	na	0.19	0.57
1600010M07RIK	na	0.39	1.17
MAMDC2	na	0.05	0.15
TRHDE	na	0.01	0.03
TTBK1	na	0.05	0.15
SIM1	na	0.01	0.03
FUT1	na	0.17	0.51
MDGA2	na	0.01	0.03
MAPK4	na	0.05	0.15
ANK	na	2.23	6.69
OLFR111	na	0.14	0.42
KCNJ3	na	0.04	0.12
HAPLN4	na	0.04	0.12
NAPB	na	0.19	0.57
FOLH1	na	0.07	0.21
ADAMTS18	na	0.01	0.03
FAM107B	na	49.48	148.27
ENTPD6	na	2.6	7.79
VPS13C	na	2.42	7.24
ZBTB18	na	10.89	32.52
CYP2A5	na	2.46	7.34
FADD	na	2.8	8.34
SLC40A1	na	5.2	15.48
ACAT1	na	22.4	66.68
STAB2	na	0.43	1.28
EXOC6B	na	1.71	5.09
UNG	na	4.11	12.23
PPA2	na	9.83	29.22
BPHL	na	5.1	15.15
DGKZ	na	37.09	110.09
PLAC9A	na	6.29	18.66
RPS4L	na	4.8	14.23
OOSP1	na	0.27	0.8
CX3CL1	na	2.42	7.16
DIO2	na	0.47	1.39
SP110	na	28.75	85.01
HAS3	na	0.23	0.68
1810046K07RIK	na	0.22	0.65
NRN1	na	0.66	1.95
DAPL1	na	3.06	9.04
RAB37	na	4.06	11.99
TRAF5	na	1.43	4.22
MPRIP	na	13.63	40.22
HINT3	na	5.27	15.55
PSTPIP1	na	15.21	44.83
STMN2	na	0.19	0.56
2210016F16RIK	na	5.3	15.62
ICT1	na	49.01	144.39
MTHFSD	na	2.92	8.6
PTPRG	na	0.66	1.94
PNLDC1	na	0.8	2.35
PDE1C	na	0.31	0.91
CDC42EP2	na	1.54	4.52
TSHZ2	na	0.92	2.7
LCP1	na	45.55	133.55
CASS4	na	0.57	1.67
LRCH4	na	19.87	58.17
SLC1A4	na	0.95	2.78
PEX10	na	2.42	7.08
BMP6	na	0.25	0.73
ZPBP2	na	0.5	1.46
CREM	na	1.71	4.99
PIP4K2A	na	32.56	94.99
SUSD3	na	1.69	4.93
NAGK	na	4.57	13.33
TNFSF4	na	0.12	0.35
SARAF	na	46.3	135.03
ZFP874B	na	2.84	8.28
ACY3	na	1.06	3.09
GM20098	na	0.7	2.04
NDN	na	0.7	2.04
NIPAL1	na	0.57	1.66
DGCR6	na	15.69	45.68
EMILIN1	na	3.04	8.85
CACNB1	na	1.68	4.89
CAR8	na	0.11	0.32
FNDC9	na	0.76	2.21
GADD45A	na	4.12	11.98
MEF2A	na	17.66	51.33
CEP126	na	0.32	0.93
3110056K07RIK	na	3.61	10.49
ALOX5AP	na	5.7	16.55
MTG2	na	3.85	11.17
FMO2	na	0.99	2.87
PROZ	na	0.49	1.42
GM15708	na	3.91	11.32
LPIN1	na	3.92	11.34
FABP5	na	98.54	285.05
SMIM6	na	0.37	1.07
ZFP318	na	1.94	5.61
FAM161B	na	0.18	0.52
FAM83B	na	0.27	0.78
ZFP534	na	0.09	0.26
TAGAP	na	1.39	4.01
PDP2	na	1.53	4.41
SLC25A48	na	0.17	0.49
DEGS2	na	1.35	3.89
IFIT3B	na	1.56	4.49
ZFP36	na	22.84	65.73
ALKBH7	na	3.02	8.69
PLXDC1	na	5.96	17.14
TMEM120B	na	8.12	23.35
UGT1A6A	na	0.32	0.92
KLK5	na	0.16	0.46
SLC1A1	na	0.08	0.23
ALOX12	na	0.16	0.46
BC064078	na	11.56	33.21
PTGES	na	1.1	3.16
TIMM13	na	12.21	35.06
SPO11	na	6.59	18.92
ANKRD9	na	0.62	1.78
RIPK2	na	2.15	6.17
PTK2B	na	16.19	46.46
ARMCX2	na	2.66	7.63
HAP1	na	0.6	1.72
SLC25A19	na	8.39	24.04
PCCB	na	9.42	26.99
PPCDC	na	2.52	7.22
FABP9	na	0.66	1.89
ATP1B1	na	11.83	33.87
2010107G12RIK	na	0.87	2.49
AAED1	na	6.67	19.09
PSMB10	na	26.37	75.4
BNIP3	na	7.95	22.73
TMEM53	na	1.49	4.26
CYB561D2	na	2.88	8.23
LILRA5	na	0.42	1.2
CRTAM	na	0.28	0.8
HENMT1	na	0.14	0.4
EFHC2	na	0.14	0.4
GAL3ST4	na	0.28	0.8
HIBADH	na	36.11	103.11
XBP1	na	21.51	61.35
SULT2B1	na	0.2	0.57
SPOP	na	19.86	56.58
MYO1F	na	2.25	6.41
NR1H3	na	4.35	12.39
CARD9	na	2.03	5.78
SEC31B	na	0.39	1.11
P2RY1	na	0.13	0.37
NLRP1B	na	0.26	0.74
ANXA5	na	37.12	105.63
SSBP2	na	9.22	26.23
RPPH1	na	1.48	4.21
SMTNL2	na	0.19	0.54
MGL2	na	2.52	7.16
TMEM221	na	1.19	3.38
DBI	na	116.75	331.39
4931408D14RIK	na	0.43	1.22
VASP	na	23.22	65.82
CCDC184	na	0.12	0.34
PEG3	na	0.18	0.51
SIX4	na	0.24	0.68
VEGFB	na	10.61	30.06
DHRS7	na	7.82	22.15
AK6	na	7.57	21.44
DUBR	na	0.94	2.66
GM8221	na	1.05	2.97
PPP1R11	na	14.65	41.39
GM14085	na	1.19	3.36
SHISA5	na	70.56	199.02
D130040H23RIK	na	0.5	1.41
TMEM107	na	1.43	4.03
PAK6	na	0.22	0.62
CCDC90B	na	5.09	14.34
FKBP4	na	26.97	75.95
PRPS2	na	29.82	83.97
PEPD	na	9.07	25.54
IAH1	na	11.7	32.91
SLC25A11	na	14.93	41.98
GBP4	na	18.17	51.08
CREBL2	na	1.69	4.75
NTPCR	na	4.92	13.82
PLEKHB2	na	7.22	20.27
BCKDK	na	8.33	23.38
NCF1	na	3.25	9.12
HOXA3	na	0.82	2.3
IL1RL2	na	1.83	5.13
EID2	na	1.72	4.82
DNAJC28	na	1.06	2.97
GM11201	na	0.1	0.28
TMEM229A	na	0.05	0.14
FAM84A	na	0.2	0.56
CPT1C	na	0.3	0.84
NLRP10	na	0.05	0.14
LANCL3	na	0.1	0.28
MAP2K2	na	13.35	37.36
2510002D24RIK	na	5.75	16.09
PPIP5K1	na	1.48	4.14
MINA	na	4.34	12.13
NAAA	na	5.12	14.31
MFSD9	na	0.29	0.81
AGMO	na	0.72	2.01
SAA1	na	0.67	1.87
SUSD1	na	3.45	9.62
SMIM24	na	4.91	13.69
AATK	na	0.33	0.92
MPO	na	0.33	0.92
IFIT1	na	5.23	14.57
DHH	na	0.14	0.39
GLCCI1	na	35.62	99.14
DRAM1	na	2.95	8.21
PAGR1A	na	14.87	41.36
PPIL3	na	12.01	33.4
AI467606	na	38.37	106.67
GNA15	na	1.09	3.03
PLBD1	na	13.71	38.11
EYA1	na	1.21	3.36
MSRB2	na	5.74	15.93
FER	na	0.71	1.97
POGK	na	1.41	3.91
SMCO4	na	2.33	6.46
AMPD1	na	2.02	5.6
NFYA	na	11.58	32.1
MON1A	na	4.63	12.83
ACYP1	na	14.49	40.12
CPOX	na	4.06	11.24
GM4070	na	1.49	4.12
EVA1A	na	0.34	0.94
CDK2AP2	na	17.87	49.35
ATG10	na	1.92	5.29
PDRG1	na	14.21	39.12
PPP2R2B	na	0.08	0.22
1700020L24RIK	na	0.88	2.42
SMAD7	na	0.72	1.98
ZFP420	na	0.44	1.21
GSDMD	na	7.09	19.49
HDAC10	na	2.86	7.86
STEAP4	na	3.57	9.81
LY9	na	10.6	29.12
COX14	na	22.95	63.03
MAP3K5	na	1.3	3.57
CNN3	na	48.2	132.33
PRELP	na	5.32	14.6
ADCK3	na	4.99	13.68
PMEPA1	na	3.17	8.69
CD27	na	88.0	241.22
HSD17B11	na	8.8	24.12
PRND	na	0.27	0.74
RUNX3	na	2.65	7.26
FAH	na	3.37	9.23
MCCC1	na	5.09	13.94
TMEM205	na	4.64	12.7
AQP3	na	0.76	2.08
CMC2	na	11.96	32.72
PEA15A	na	11.13	30.44
NCF4	na	2.26	6.18
6330403K07RIK	na	0.26	0.71
IL33	na	2.18	5.95
TTC8	na	1.18	3.22
RPE	na	9.84	26.84
FUT2	na	0.11	0.3
COL6A4	na	0.11	0.3
TBX5	na	0.11	0.3
HSD11B1	na	12.21	33.29
WIPF3	na	0.84	2.29
RAB13	na	1.01	2.75
ERICH1	na	5.16	14.04
LRCH1	na	6.29	17.11
GLIPR2	na	5.48	14.9
BSPRY	na	1.28	3.48
SLC25A38	na	4.9	13.32
GBE1	na	5.04	13.7
MPC2	na	26.12	70.98
NUDT8	na	4.1	11.14
SH3KBP1	na	31.45	85.45
H2-EB1	na	101.55	275.83
ZFP524	na	7.13	19.36
BPIFC	na	0.21	0.57
ADORA3	na	0.21	0.57
KIF6	na	0.07	0.19
COA6	na	11.5	31.2
BTBD19	na	1.63	4.42
ACAA2	na	34.89	94.53
SCN3B	na	0.24	0.65
CCDC8	na	0.65	1.76
RIC3	na	0.17	0.46
SMOX	na	5.5	14.88
PDLIM3	na	0.61	1.65
TOM1L1	na	2.23	6.03
PLATR17	na	0.27	0.73
ADAM28	na	1.58	4.27
CRYL1	na	6.85	18.5
HEY2	na	0.3	0.81
SLC7A4	na	0.2	0.54
FAM114A1	na	2.0	5.4
SYNGR1	na	4.82	13.01
GPR146	na	2.94	7.93
ADAM11	na	0.23	0.62
CRABP1	na	0.49	1.32
ARHGEF40	na	1.76	4.74
4930578C19RIK	na	0.13	0.35
CGNL1	na	1.1	2.96
SELENBP1	na	3.33	8.96
IL18RAP	na	0.42	1.13
ADCYAP1R1	na	0.16	0.43
D930048N14RIK	na	0.64	1.72
GSTT3	na	1.15	3.09
ETFB	na	32.93	88.47
ZNHIT1	na	21.79	58.54
MKRN2OS	na	0.19	0.51
ACTN1	na	23.34	62.64
ZBTB4	na	3.03	8.13
AKR7A5	na	5.23	14.03
ZCCHC3	na	0.47	1.26
GYS1	na	3.91	10.48
WDFY2	na	3.94	10.56
DPH6	na	2.75	7.37
NABP1	na	25.84	69.25
TRAPPC2	na	3.37	9.03
KCNIP3	na	1.89	5.06
THOC6	na	8.62	23.07
EEF2KMT	na	2.44	6.53
SLC22A23	na	0.86	2.3
NMNAT1	na	3.31	8.85
CKLF	na	4.47	11.93
STAP2	na	1.84	4.91
SLC22A4	na	0.42	1.12
ABCA13	na	0.03	0.08
SLC44A1	na	3.69	9.84
DCDC2A	na	0.03	0.08
AVPR2	na	0.36	0.96
TMEM254C	na	12.72	33.92
PCLO	na	0.24	0.64
2310009A05RIK	na	12.73	33.93
GTF2IRD1	na	9.47	25.24
RAB15	na	4.68	12.47
SYS1	na	11.3	30.09
KLHL23	na	0.86	2.29
TMEM229B	na	11.77	31.33
PLA2G16	na	9.4	25.0
ACAA1A	na	8.27	21.99
OGDH	na	19.03	50.57
PKNOX2	na	0.35	0.93
GM15471	na	1.02	2.71
CRELD1	na	2.91	7.73
ACAD10	na	0.87	2.31
1500015O10RIK	na	0.26	0.69
NLRC5	na	1.79	4.75
ECE2	na	2.39	6.34
PINK1	na	23.37	61.89
LZTS2	na	2.81	7.44
IL1B	na	0.48	1.27
ETFA	na	33.38	88.31
AARS2	na	4.0	10.58
CBX8	na	2.7	7.14
DOCK11	na	10.65	28.16
ANGPT1	na	2.48	6.55
METTL15	na	1.17	3.09
CD8A	na	175.27	462.5
ABHD11OS	na	0.8	2.11
IFNGR2	na	14.12	37.24
SOWAHB	na	0.22	0.58
NEFL	na	0.11	0.29
AFAP1L2	na	1.15	3.03
BHLHE41	na	1.56	4.11
CYB561A3	na	4.23	11.14
MRPS21	na	58.42	153.84
AP4S1	na	7.08	18.64
EPHX4	na	0.49	1.29
NANOS1	na	0.49	1.29
RAB42	na	0.87	2.29
DENND1C	na	10.42	27.42
FLOT1	na	11.75	30.9
WDR12	na	8.25	21.69
ANKRD33B	na	0.94	2.47
FABP1	na	0.64	1.68
PAK1	na	4.8	12.6
PAFAH2	na	1.25	3.28
LHPP	na	2.26	5.93
MAD1L1	na	27.22	71.37
BCAT2	na	15.54	40.74
GM27162	na	0.37	0.97
GNG7	na	0.29	0.76
CBR3	na	1.74	4.56
EEF1AKMT1	na	9.37	24.55
GSTM5	na	2.28	5.97
P2RY12	na	1.86	4.87
ITGA7	na	0.55	1.44
BATF	na	3.69	9.66
ZC2HC1A	na	1.01	2.64
BORCS8	na	16.47	43.05
RAD52	na	5.35	13.98
TVP23A	na	0.49	1.28
GSTP2	na	0.54	1.41
AES	na	210.78	550.25
FRAT1	na	2.25	5.87
CORO1A	na	194.74	507.92
H2-Q7	na	16.35	42.6
TUFM	na	16.83	43.81
ISL1	na	1.73	4.5
PARD3B	na	0.3	0.78
TXLNB	na	0.15	0.39
FHAD1	na	0.1	0.26
SYNDIG1L	na	0.1	0.26
ZBTB7B	na	4.78	12.41
FGD3	na	3.84	9.95
RALGAPA2	na	2.15	5.57
ZFP953	na	2.0	5.18
CTPS2	na	3.14	8.13
C530005A16RIK	na	0.17	0.44
MTAP7D3	na	0.17	0.44
PLPP7	na	0.12	0.31
PKDCC	na	1.53	3.95
RRAD	na	2.51	6.48
GNAO1	na	0.38	0.98
GNA14	na	0.57	1.47
SYP	na	0.64	1.65
TNFRSF13C	na	0.9	2.32
2200002D01RIK	na	2.65	6.83
KLHL8	na	1.6	4.12
HAX1	na	17.55	45.17
BCL2L2	na	2.03	5.22
SSPN	na	0.77	1.98
CELA1	na	1.23	3.16
GRAP2	na	25.01	64.23
REXO2	na	16.9	43.37
AMDHD2	na	4.04	10.36
LTBP1	na	0.55	1.41
LGI4	na	0.16	0.41
GADD45B	na	4.77	12.22
PFN1	na	558.77	1431.37
D630023F18RIK	na	0.41	1.05
DDR2	na	0.75	1.92
2510009E07RIK	na	2.34	5.99
DUSP10	na	14.24	36.42
BCS1L	na	3.02	7.72
EPHX3	na	0.09	0.23
PPP2R5B	na	3.77	9.63
CDC37	na	43.33	110.67
MPND	na	13.07	33.36
SCNN1A	na	5.8	14.8
CBFA2T3	na	3.03	7.73
SCRN1	na	0.2	0.51
GSAP	na	0.8	2.04
SDC4	na	5.4	13.77
RRAS2	na	9.82	25.04
PPT1	na	40.94	104.38
ABCA8A	na	0.93	2.37
ACTN3	na	1.48	3.77
ADCY5	na	0.64	1.63
GM684	na	0.77	1.96
CD209G	na	0.94	2.39
SLC25A33	na	0.96	2.44
HAVCR2	na	1.7	4.32
METTL23	na	16.12	40.95
VEGFA	na	2.37	6.02
NFATC3	na	34.69	88.07
EMC9	na	1.32	3.35
ARHGEF11	na	3.72	9.44
COX16	na	12.54	31.82
CDH24	na	3.71	9.41
THAP4	na	4.27	10.83
SERF2	na	40.98	103.89
HSDL2	na	15.27	38.7
CAV2	na	3.28	8.31
TRP53INP2	na	7.95	20.13
CCDC186	na	2.86	7.24
RASSF2	na	13.52	34.22
CPNE7	na	0.17	0.43
RPTN	na	0.34	0.86
ST3GAL5	na	1.38	3.49
AKR1C12	na	0.53	1.34
NTF5	na	0.95	2.4
GXYLT2	na	0.19	0.48
GRHPR	na	4.89	12.35
DUSP23	na	2.42	6.11
IER2	na	7.89	19.92
ARID3B	na	3.36	8.48
IDNK	na	11.38	28.72
ATG4D	na	6.25	15.77
H2-AB1	na	228.06	574.81
CDR2L	na	1.6	4.03
TOX2	na	0.81	2.04
GALNT18	na	1.53	3.85
PNPLA2	na	46.65	117.36
GPHN	na	2.93	7.37
ZADH2	na	5.67	14.26
PRRG1	na	1.73	4.35
DDAH2	na	4.87	12.24
D030028A08RIK	na	0.8	2.01
BTD	na	5.92	14.87
FITM2	na	2.17	5.45
MYH11	na	1.74	4.37
FXYD3	na	8.28	20.78
TSEN54	na	2.52	6.32
ALDH7A1	na	5.56	13.94
DDIT3	na	9.39	23.54
1810037I17RIK	na	18.84	47.22
SERINC5	na	12.03	30.14
IFITM10	na	1.15	2.88
GCH1	na	2.42	6.06
ENPP5	na	6.41	16.05
SPHK1	na	1.83	4.58
AUH	na	13.11	32.81
WNK3	na	0.04	0.1
ZFP947	na	0.44	1.1
GK	na	1.82	4.55
PRMT2	na	1.9	4.75
CYTL1	na	0.44	1.1
SLC16A11	na	0.18	0.45
MEGF6	na	0.44	1.1
TMEM88B	na	0.08	0.2
9530082P21RIK	na	0.38	0.95
MAPT	na	0.14	0.35
PRAMEF12	na	0.14	0.35
GRIN2C	na	0.14	0.35
NECAB3	na	0.9	2.25
CAMKMT	na	1.62	4.05
PDE6H	na	3.15	7.87
PIK3CB	na	1.29	3.22
GVIN1	na	1.78	4.44
MXD3	na	17.11	42.64
MATK	na	1.81	4.51
TSC22D4	na	54.59	136.0
MSANTD3	na	0.92	2.29
SEMA4D	na	22.14	55.1
ATP2C1	na	5.52	13.73
ZFAND2B	na	8.69	21.61
RHOV	na	0.31	0.77
0610010K14RIK	na	27.84	69.13
TOR2A	na	15.69	38.96
ELDR	na	0.54	1.34
WNT6	na	0.23	0.57
TSHZ1	na	3.37	8.35
MLPH	na	0.21	0.52
SAMD9L	na	9.4	23.27
EVC2	na	0.59	1.46
CLIP4	na	2.72	6.73
IFT43	na	1.52	3.76
SKIDA1	na	0.19	0.47
RAB32	na	3.89	9.62
ART3	na	3.18	7.86
LRRC8C	na	7.41	18.31
CEP57L1	na	4.49	11.09
PAX9	na	1.47	3.63
NDUFC1	na	35.0	86.4
SNX16	na	1.84	4.54
LRMP	na	32.22	79.46
CSGALNACT2	na	4.24	10.45
CRLF3	na	16.82	41.45
TCF19	na	13.47	33.18
PXDC1	na	1.44	3.54
NUDT17	na	1.68	4.13
DUSP16	na	2.27	5.58
DUSP19	na	2.58	6.34
KCNJ2	na	0.35	0.86
SGSM3	na	1.23	3.02
UPK1B	na	1.45	3.56
SEMA3C	na	0.64	1.57
RAD51B	na	0.64	1.57
PTRH1	na	4.71	11.55
RASGRP4	na	2.19	5.37
HAUS8	na	5.09	12.48
NADK	na	18.42	45.13
TRIM12C	na	5.25	12.86
FAM49A	na	3.96	9.7
PARM1	na	6.27	15.35
MRPS6	na	14.33	35.07
SLC16A1	na	15.91	38.92
SEMA4B	na	2.87	7.02
SPRYD7	na	3.32	8.12
ZFP85OS	na	0.09	0.22
SLAMF8	na	1.08	2.64
POLG	na	7.66	18.72
SNX10	na	5.6	13.68
ST8SIA6	na	0.61	1.49
TBC1D9	na	1.54	3.76
CEBPG	na	7.13	17.4
CALM4	na	0.32	0.78
OAS2	na	0.71	1.73
DDX58	na	5.37	13.08
ATL2	na	28.21	68.7
RNF180	na	1.08	2.63
CCDC107	na	13.5	32.87
DNAH8	na	2.14	5.21
AZIN1	na	11.51	28.01
NEURL2	na	1.2	2.92
PPP1R18	na	23.14	56.27
CEACAM15	na	0.21	0.51
OXTR	na	0.07	0.17
LMAN2L	na	10.04	24.37
MYPOP	na	1.1	2.67
ARRB2	na	21.49	52.14
AIM2	na	2.61	6.33
MIR99AHG	na	0.26	0.63
SRPK1	na	13.02	31.52
GTF2I	na	20.8	50.35
HOXB4	na	0.5	1.21
PET100	na	13.43	32.5
ATP5E	na	141.41	342.18
OAZ1	na	240.69	582.24
ADAMDEC1	na	2.99	7.23
BTNL5-PS	na	0.12	0.29
CENPM	na	7.01	16.93
CD247	na	179.85	434.21
TMCO3	na	2.13	5.14
LRRC27	na	1.26	3.04
CISH	na	1.36	3.28
GM4532	na	0.73	1.76
TCAIM	na	2.02	4.87
SPEF1	na	2.12	5.11
AGPAT3	na	21.69	52.27
PDK1	na	15.18	36.58
GPR34	na	1.57	3.78
OSGEP	na	10.35	24.9
FKBP1A	na	74.98	180.35
CORO1B	na	52.26	125.69
KRTDAP	na	2.7	6.49
MMP9	na	2.48	5.96
PILRB2	na	1.64	3.94
ARF6	na	25.15	60.36
FOXA1	na	0.15	0.36
ATP10B	na	0.05	0.12
CD101	na	0.3	0.72
BC031181	na	25.34	60.8
H2-M2	na	7.94	19.04
IDH3A	na	24.51	58.76
CHST15	na	2.5	5.99
SPTB	na	0.43	1.03
CX3CR1	na	1.24	2.97
ISL2	na	0.33	0.79
TYMP	na	0.33	0.79
APIP	na	7.21	17.24
PTPRF	na	11.05	26.41
GBP5	na	1.77	4.23
IKZF3	na	16.4	39.18
BC029214	na	10.81	25.82
SLC39A10	na	3.49	8.33
BACE2	na	0.57	1.36
B4GALNT4	na	0.13	0.31
CACNA1E	na	0.91	2.17
1500011K16RIK	na	8.07	19.24
DCPS	na	14.95	35.63
TGTP1	na	12.94	30.83
ENDOG	na	2.62	6.24
PRRG3	na	1.18	2.81
KLHL13	na	0.63	1.5
EMC10	na	30.28	72.06
ANXA2	na	134.73	320.42
C030016D13RIK	na	0.53	1.26
LGALS2	na	1.06	2.52
NHEJ1	na	1.86	4.42
UNC79	na	0.08	0.19
KRT1	na	0.16	0.38
EVI5L	na	4.89	11.61
KIF21A	na	0.91	2.16
MCEE	na	16.05	38.09
CERS3	na	0.35	0.83
TLR5	na	0.27	0.64
PGF	na	0.38	0.9
RGS4	na	1.85	4.38
SLC35B4	na	10.23	24.22
DYNLL1	na	42.53	100.68
THAP7	na	10.67	25.25
NXNL1	na	0.41	0.97
TK1	na	17.44	41.26
ACVR1B	na	3.94	9.32
GRIA3	na	0.63	1.49
COX17	na	56.06	132.58
STK26	na	16.21	38.33
SEC22C	na	3.21	7.59
ZFP78	na	0.22	0.52
KRTCAP2	na	44.24	104.52
LEPROTL1	na	15.89	37.54
TINAGL1	na	4.69	11.08
SGPL1	na	23.76	56.1
TOB1	na	8.32	19.63
SNN	na	24.46	57.7
RPP25L	na	9.89	23.32
D1ERTD622E	na	8.25	19.45
DIS3L	na	4.03	9.5
THSD4	na	0.28	0.66
SPATA5L1	na	3.37	7.94
TGTP2	na	8.47	19.94
GBP2	na	9.43	22.2
LONP2	na	14.36	33.79
RBFOX1	na	0.34	0.8
AP1S2	na	5.19	12.21
ALDOA	na	125.2	294.42
MYL12B	na	130.39	306.62
POP7	na	8.71	20.47
ATP5K	na	81.53	191.42
PON3	na	3.51	8.24
EXTL3	na	5.19	12.18
AKAP2	na	2.02	4.74
FGF10	na	0.29	0.68
PRKCE	na	0.64	1.5
PI4KA	na	6.91	16.19
CCDC162	na	0.7	1.64
THBD	na	2.13	4.99
MPP1	na	18.89	44.25
RGS2	na	7.92	18.55
ABLIM1	na	54.52	127.56
EZH2	na	32.75	76.62
SLC25A35	na	5.23	12.23
ACOX1	na	10.34	24.17
TRIM34A	na	4.95	11.57
SCUBE1	na	0.09	0.21
BTNL1	na	0.15	0.35
RMND5A	na	116.87	272.58
LSM10	na	6.53	15.23
VCPKMT	na	7.3	17.01
B230354K17RIK	na	5.21	12.12
MEA1	na	30.19	70.23
DDT	na	26.14	60.77
EPB41L3	na	3.4	7.9
IQGAP2	na	4.55	10.56
ARL4A	na	6.39	14.83
ANXA7	na	14.68	34.04
1600002K03RIK	na	2.29	5.31
UVRAG	na	10.86	25.17
2310033P09RIK	na	6.46	14.97
TMUB1	na	9.43	21.85
FAM20B	na	10.1	23.4
TBC1D24	na	0.57	1.32
ITGB1BP1	na	11.76	27.23
UBASH3B	na	1.43	3.31
ITGB3BP	na	2.07	4.79
TADA2B	na	3.7	8.56
FOXP3	na	0.67	1.55
MRPL36	na	22.09	51.1
IFIT3	na	7.63	17.65
GALNT3	na	0.48	1.11
PNCK	na	0.74	1.71
CCDC69	na	9.21	21.28
PEX11A	na	2.26	5.22
HADH	na	39.29	90.74
DIAPH2	na	1.07	2.47
HEBP2	na	0.52	1.2
PAK3	na	0.26	0.6
DTX2	na	7.53	17.37
INPP5A	na	4.1	9.45
HIST1H4B	na	1.05	2.42
BDH1	na	8.06	18.57
ZFP563	na	1.22	2.81
RGCC	na	62.52	144.0
CPNE1	na	16.0	36.85
ARSA	na	2.68	6.17
DAND5	na	1.96	4.51
0610011F06RIK	na	10.38	23.88
THSD7A	na	0.1	0.23
4930417O13RIK	na	3.01	6.92
MAP1LC3A	na	13.55	31.15
EVC	na	0.37	0.85
DSP	na	4.92	11.3
RAB11FIP1	na	1.62	3.72
LAD1	na	4.32	9.92
CCM2	na	36.68	84.2
6330418K02RIK	na	0.61	1.4
ANKRD44	na	11.56	26.53
FAM136A	na	8.38	19.23
SMIM14	na	19.85	45.55
1110046J04RIK	na	0.48	1.1
PDZD2	na	0.72	1.65
LY75	na	9.07	20.78
2810417H13RIK	na	53.36	122.23
EBPL	na	1.94	4.44
ASPRV1	na	1.04	2.38
PTPN6	na	34.02	77.85
TIMM10B	na	20.02	45.81
SUDS3	na	20.52	46.95
USE1	na	52.8	120.8
HDHD2	na	7.63	17.45
A230056P14RIK	na	0.28	0.64
STOX1	na	0.28	0.64
CRB2	na	0.07	0.16
GALE	na	4.07	9.3
KLHDC8A	na	0.95	2.17
PDGFD	na	0.74	1.69
MSX1	na	0.6	1.37
BATF3	na	1.13	2.58
SEPT4	na	3.47	7.92
COPS6	na	35.72	81.49
BTNL2	na	0.25	0.57
GSTM4	na	2.58	5.88
FAM57A	na	2.55	5.81
TMC8	na	14.38	32.76
ZMAT1	na	1.26	2.87
ANG	na	2.16	4.92
TMEM109	na	9.54	21.72
SH3BGRL2	na	1.41	3.21
PGLYRP1	na	3.41	7.76
RASSF3	na	4.03	9.17
DPP4	na	9.13	20.77
UBE2D1	na	20.77	47.25
TRAPPC6A	na	8.82	20.06
CST3	na	195.41	444.34
GTDC1	na	6.8	15.46
TCTEX1D1	na	8.21	18.66
TMEM65	na	5.08	11.54
ZFP760	na	0.7	1.59
DGKA	na	49.68	112.81
NRIP1	na	8.98	20.39
A930024E05RIK	na	2.55	5.79
PPTC7	na	8.73	19.82
TUBE1	na	10.38	23.55
LZTS3	na	0.56	1.27
TRIM30A	na	6.46	14.65
MYL12A	na	73.48	166.59
MYO3B	na	0.15	0.34
MAP2K1	na	8.91	20.19
IFRD1	na	13.78	31.22
KRT19	na	2.75	6.23
ATL1	na	0.49	1.11
MORF4L1B	na	3.1	7.02
LRP12	na	3.01	6.81
PHF23	na	18.17	41.1
PIH1D1	na	13.64	30.85
COLQ	na	29.26	66.15
TRAF2	na	7.84	17.72
MYO5B	na	0.5	1.13
CNNM2	na	1.04	2.35
2610306M01RIK	na	2.83	6.39
DNAAF3	na	0.66	1.49
SNX21	na	2.14	4.83
IL13RA2	na	0.82	1.85
IFI205	na	8.28	18.68
